Node Number	Total Deformation (m)
27119	0.20621
27120	0.20622
27121	0.2065
27122	0.20651
27123	0.20634
27124	0.20635
27125	0.2064
27126	0.20623
27127	0.20624
27128	0.20653
27129	0.20652
27130	0.20636
27131	0.20637
27132	0.20627
27133	0.20625
27134	0.20656
27135	0.20654
27136	0.2064
27137	0.20638
27138	0.20703
27139	0.20689
27140	0.20689
27141	0.20715
27142	0.20716
27143	0.20699
27144	0.207
27145	0.20701
27146	0.20688
27147	0.20687
27148	0.20713
27149	0.20714
27150	0.20698
27151	0.20699
27152	0.20699
27153	0.20686
27154	0.20685
27155	0.20711
27156	0.20712
27157	0.20697
27158	0.20697
27159	0.20684
27160	0.20683
27161	0.20709
27162	0.2071
27163	0.20695
27164	0.20696
27165	0.19386
27166	0.19404
27167	0.19402
27168	0.19379
27169	0.19377
27170	0.19394
27171	0.19392
27172	0.19382
27173	0.194
27174	0.19398
27175	0.19373
27176	0.19375
27177	0.19388
27178	0.1939
27179	0.19379
27180	0.19397
27181	0.19395
27182	0.1937
27183	0.19372
27184	0.19385
27185	0.19386
27186	0.19376
27187	0.19393
27188	0.19392
27189	0.19367
27190	0.19368
27191	0.19383
27192	0.19474
27193	0.19471
27194	0.19486
27195	0.19488
27196	0.1946
27197	0.19462
27198	0.19476
27199	0.19477
27200	0.19477
27201	0.19489
27202	0.19491
27203	0.19464
27204	0.19463
27205	0.19479
27206	0.19479
27207	0.19492
27208	0.19493
27209	0.19466
27210	0.19467
27211	0.19481
27212	0.1948
27213	0.19495
27214	0.19494
27215	0.19469
27216	0.19468
27217	0.19482
27218	0.19484
27219	0.20639
27220	0.20627
27221	0.20625
27222	0.20654
27223	0.20655
27224	0.20639
27225	0.20641
27226	0.20637
27227	0.20624
27228	0.20623
27229	0.20651
27230	0.20653
27231	0.20637
27232	0.20638
27233	0.20635
27234	0.20622
27235	0.2062
27236	0.20649
27237	0.2065
27238	0.20634
27239	0.20636
27240	0.20633
27241	0.20619
27242	0.20619
27243	0.20647
27244	0.20648
27245	0.20632
27246	0.20633
27247	0.19379
27248	0.19376
27249	0.19392
27250	0.19393
27251	0.19368
27252	0.19367
27253	0.19384
27254	0.19383
27255	0.19382
27256	0.19395
27257	0.19397
27258	0.19371
27259	0.1937
27260	0.19387
27261	0.19386
27262	0.19386
27263	0.19398
27264	0.194
27265	0.19373
27266	0.19375
27267	0.19389
27268	0.19391
27269	0.19404
27270	0.19402
27271	0.19378
27272	0.19376
27273	0.19395
27274	0.19393
27275	0.20617
27276	0.20618
27277	0.20646
27278	0.20647
27279	0.20631
27280	0.20632
27281	0.1939
27282	0.19391
27283	0.19365
27284	0.19364
27285	0.19381
27286	0.1938
27287	0.20679
27288	0.20678
27289	0.20706
27290	0.20705
27291	0.2069
27292	0.20689
27293	0.19481
27294	0.19479
27295	0.19453
27296	0.19455
27297	0.19467
27298	0.19469
27299	0.20617
27300	0.20618
27301	0.20647
27302	0.20646
27303	0.20632
27304	0.20631
27305	0.1939
27306	0.19391
27307	0.19365
27308	0.19366
27309	0.1938
27310	0.19382
27311	0.20681
27312	0.20682
27313	0.20707
27314	0.20708
27315	0.20693
27316	0.20694
27317	0.19483
27318	0.19485
27319	0.19458
27320	0.19456
27321	0.19474
27322	0.19472
27323	0.20674
27324	0.20673
27325	0.20659
27326	0.20659
27327	0.20685
27328	0.20685
27329	0.2067
27330	0.20669
27331	0.20676
27332	0.2066
27333	0.20661
27334	0.20687
27335	0.20686
27336	0.20671
27337	0.20671
27338	0.20676
27339	0.20661
27340	0.20662
27341	0.20687
27342	0.20672
27343	0.20672
27344	0.20677
27345	0.20662
27346	0.20662
27347	0.20687
27348	0.20688
27349	0.20673
27350	0.20673
27351	0.20677
27352	0.20662
27353	0.20663
27354	0.20688
27355	0.20688
27356	0.20673
27357	0.20673
27358	0.20677
27359	0.20663
27360	0.20662
27361	0.20688
27362	0.20688
27363	0.20673
27364	0.20673
27365	0.20676
27366	0.20662
27367	0.20662
27368	0.20688
27369	0.20688
27370	0.20673
27371	0.20673
27372	0.20676
27373	0.20662
27374	0.20661
27375	0.20687
27376	0.20687
27377	0.20672
27378	0.20672
27379	0.20674
27380	0.20661
27381	0.2066
27382	0.20686
27383	0.20686
27384	0.20671
27385	0.20671
27386	0.19511
27387	0.19509
27388	0.19524
27389	0.19525
27390	0.19499
27391	0.19499
27392	0.19514
27393	0.19513
27394	0.19512
27395	0.19526
27396	0.19527
27397	0.19501
27398	0.195
27399	0.19515
27400	0.19515
27401	0.19513
27402	0.19527
27403	0.19527
27404	0.19502
27405	0.19501
27406	0.19516
27407	0.19516
27408	0.19513
27409	0.19528
27410	0.19528
27411	0.19502
27412	0.19502
27413	0.19517
27414	0.19517
27415	0.19513
27416	0.19528
27417	0.19528
27418	0.19502
27419	0.19502
27420	0.19517
27421	0.19517
27422	0.19512
27423	0.19528
27424	0.19527
27425	0.19501
27426	0.19501
27427	0.19516
27428	0.19517
27429	0.19511
27430	0.19527
27431	0.19526
27432	0.195
27433	0.19515
27434	0.19516
27435	0.1951
27436	0.19525
27437	0.19525
27438	0.19499
27439	0.195
27440	0.19514
27441	0.19514
27442	0.19507
27443	0.19524
27444	0.19523
27445	0.19497
27446	0.19498
27447	0.19512
27448	0.19513
27449	0.20667
27450	0.20664
27451	0.2065
27452	0.20651
27453	0.20678
27454	0.20676
27455	0.20662
27456	0.20661
27457	0.20669
27458	0.20653
27459	0.20654
27460	0.2068
27461	0.20679
27462	0.20665
27463	0.20663
27464	0.20671
27465	0.20655
27466	0.20656
27467	0.20682
27468	0.20681
27469	0.20667
27470	0.20666
27471	0.20658
27472	0.20657
27473	0.20684
27474	0.20683
27475	0.20669
27476	0.20668
27477	0.19505
27478	0.19521
27479	0.1952
27480	0.19495
27481	0.19496
27482	0.19509
27483	0.1951
27484	0.19502
27485	0.19519
27486	0.19517
27487	0.19492
27488	0.19493
27489	0.19506
27490	0.19508
27491	0.19498
27492	0.19516
27493	0.19514
27494	0.19489
27495	0.1949
27496	0.19503
27497	0.19504
27498	0.19495
27499	0.19512
27500	0.1951
27501	0.19485
27502	0.19487
27503	0.19499
27504	0.19501
27505	0.20601
27506	0.20602
27507	0.20587
27508	0.20586
27509	0.20615
27510	0.20615
27511	0.206
27512	0.206
27513	0.206
27514	0.20586
27515	0.20585
27516	0.20614
27517	0.20614
27518	0.20598
27519	0.20599
27520	0.20599
27521	0.20584
27522	0.20584
27523	0.20613
27524	0.20598
27525	0.20598
27526	0.20598
27527	0.20584
27528	0.20583
27529	0.20612
27530	0.20613
27531	0.20597
27532	0.20597
27533	0.20598
27534	0.20583
27535	0.20583
27536	0.20612
27537	0.20612
27538	0.20597
27539	0.20597
27540	0.20598
27541	0.20583
27542	0.20583
27543	0.20612
27544	0.20612
27545	0.20597
27546	0.20597
27547	0.20599
27548	0.20583
27549	0.20584
27550	0.20612
27551	0.20613
27552	0.20597
27553	0.20597
27554	0.206
27555	0.20584
27556	0.20584
27557	0.20613
27558	0.20613
27559	0.20598
27560	0.20598
27561	0.20601
27562	0.20585
27563	0.20586
27564	0.20614
27565	0.20614
27566	0.20599
27567	0.20599
27568	0.19401
27569	0.19403
27570	0.19418
27571	0.19417
27572	0.19392
27573	0.19393
27574	0.19408
27575	0.19409
27576	0.194
27577	0.19416
27578	0.19415
27579	0.19391
27580	0.19391
27581	0.19407
27582	0.19407
27583	0.19399
27584	0.19415
27585	0.19415
27586	0.1939
27587	0.1939
27588	0.19406
27589	0.19406
27590	0.19399
27591	0.19414
27592	0.19414
27593	0.1939
27594	0.1939
27595	0.19405
27596	0.19405
27597	0.19399
27598	0.19414
27599	0.19414
27600	0.1939
27601	0.1939
27602	0.19405
27603	0.19405
27604	0.194
27605	0.19415
27606	0.19415
27607	0.19391
27608	0.1939
27609	0.19406
27610	0.19406
27611	0.19401
27612	0.19416
27613	0.19416
27614	0.19391
27615	0.19407
27616	0.19406
27617	0.19403
27618	0.19417
27619	0.19418
27620	0.19393
27621	0.19392
27622	0.19409
27623	0.19408
27624	0.19405
27625	0.19419
27626	0.1942
27627	0.19395
27628	0.19394
27629	0.19411
27630	0.1941
27631	0.20664
27632	0.20667
27633	0.20651
27634	0.2065
27635	0.20676
27636	0.20677
27637	0.20662
27638	0.20663
27639	0.20661
27640	0.20649
27641	0.20647
27642	0.20673
27643	0.20675
27644	0.20659
27645	0.2066
27646	0.20658
27647	0.20646
27648	0.20644
27649	0.2067
27650	0.20672
27651	0.20656
27652	0.20658
27653	0.20655
27654	0.20643
27655	0.20641
27656	0.20667
27657	0.20669
27658	0.20653
27659	0.20655
27660	0.20652
27661	0.2064
27662	0.20638
27663	0.20664
27664	0.20666
27665	0.2065
27666	0.20651
27667	0.20648
27668	0.20636
27669	0.20635
27670	0.20661
27671	0.20662
27672	0.20646
27673	0.20648
27674	0.20645
27675	0.20633
27676	0.20631
27677	0.20659
27678	0.20643
27679	0.20645
27680	0.20641
27681	0.20629
27682	0.20627
27683	0.20655
27684	0.20657
27685	0.20639
27686	0.20641
27687	0.20638
27688	0.20626
27689	0.20624
27690	0.20652
27691	0.20654
27692	0.20636
27693	0.20637
27694	0.20634
27695	0.20622
27696	0.2062
27697	0.20648
27698	0.2065
27699	0.20632
27700	0.20634
27701	0.2063
27702	0.20618
27703	0.20616
27704	0.20644
27705	0.20646
27706	0.20628
27707	0.2063
27708	0.20627
27709	0.20615
27710	0.20613
27711	0.20641
27712	0.20643
27713	0.20625
27714	0.20627
27715	0.20623
27716	0.20611
27717	0.20609
27718	0.20639
27719	0.20637
27720	0.20623
27721	0.20621
27722	0.2062
27723	0.20608
27724	0.20606
27725	0.20634
27726	0.20636
27727	0.20618
27728	0.2062
27729	0.20617
27730	0.20604
27731	0.20603
27732	0.20631
27733	0.20632
27734	0.20615
27735	0.20616
27736	0.20614
27737	0.20601
27738	0.206
27739	0.20628
27740	0.20629
27741	0.20613
27742	0.20611
27743	0.20598
27744	0.20597
27745	0.20625
27746	0.20626
27747	0.2061
27748	0.20612
27749	0.19461
27750	0.19456
27751	0.19472
27752	0.19475
27753	0.19451
27754	0.19448
27755	0.19464
27756	0.19462
27757	0.19467
27758	0.19477
27759	0.1948
27760	0.19456
27761	0.19453
27762	0.1947
27763	0.19467
27764	0.19472
27765	0.19483
27766	0.19485
27767	0.19459
27768	0.19475
27769	0.19472
27770	0.19477
27771	0.19488
27772	0.1949
27773	0.19464
27774	0.19461
27775	0.1948
27776	0.19478
27777	0.19482
27778	0.19493
27779	0.19495
27780	0.19469
27781	0.19466
27782	0.19485
27783	0.19483
27784	0.19486
27785	0.19498
27786	0.195
27787	0.19471
27788	0.19474
27789	0.19487
27790	0.1949
27791	0.19491
27792	0.19502
27793	0.19504
27794	0.19478
27795	0.19476
27796	0.19494
27797	0.19492
27798	0.19495
27799	0.19506
27800	0.19508
27801	0.1948
27802	0.19482
27803	0.19496
27804	0.19498
27805	0.19498
27806	0.1951
27807	0.19512
27808	0.19486
27809	0.19484
27810	0.19502
27811	0.195
27812	0.19422
27813	0.19418
27814	0.19434
27815	0.19436
27816	0.19411
27817	0.19409
27818	0.19427
27819	0.19425
27820	0.19426
27821	0.19438
27822	0.1944
27823	0.19413
27824	0.19415
27825	0.19429
27826	0.1943
27827	0.19442
27828	0.19444
27829	0.1942
27830	0.19417
27831	0.19431
27832	0.19434
27833	0.19435
27834	0.19447
27835	0.19449
27836	0.19424
27837	0.19422
27838	0.19438
27839	0.19436
27840	0.1944
27841	0.19451
27842	0.19454
27843	0.19429
27844	0.19427
27845	0.19443
27846	0.19441
27847	0.19445
27848	0.19456
27849	0.19459
27850	0.19435
27851	0.19432
27852	0.19448
27853	0.19446
27854	0.19451
27855	0.19462
27856	0.19464
27857	0.1944
27858	0.19437
27859	0.19454
27860	0.19451
27861	0.1947
27862	0.19467
27863	0.19445
27864	0.19443
27865	0.19459
27866	0.19456
27867	0.20631
27868	0.20627
27869	0.20613
27870	0.20615
27871	0.20642
27872	0.20627
27873	0.20625
27874	0.20634
27875	0.20617
27876	0.20618
27877	0.20645
27878	0.20643
27879	0.20631
27880	0.20629
27881	0.20638
27882	0.2062
27883	0.20622
27884	0.20649
27885	0.20647
27886	0.20635
27887	0.20633
27888	0.20641
27889	0.20624
27890	0.20626
27891	0.20652
27892	0.20651
27893	0.20638
27894	0.20636
27895	0.20645
27896	0.20628
27897	0.20629
27898	0.20656
27899	0.20654
27900	0.20642
27901	0.2064
27902	0.20649
27903	0.20631
27904	0.20633
27905	0.20659
27906	0.20658
27907	0.20645
27908	0.20643
27909	0.20652
27910	0.20635
27911	0.20636
27912	0.20661
27913	0.20663
27914	0.20647
27915	0.20649
27916	0.20655
27917	0.20638
27918	0.2064
27919	0.20666
27920	0.20665
27921	0.20652
27922	0.2065
27923	0.20658
27924	0.20641
27925	0.20643
27926	0.20669
27927	0.20668
27928	0.20655
27929	0.20653
27930	0.19482
27931	0.19486
27932	0.195
27933	0.19497
27934	0.19472
27935	0.19474
27936	0.19488
27937	0.19477
27938	0.19495
27939	0.19493
27940	0.19467
27941	0.19469
27942	0.19483
27943	0.19486
27944	0.19472
27945	0.1949
27946	0.19488
27947	0.19462
27948	0.19465
27949	0.19478
27950	0.19481
27951	0.19467
27952	0.19485
27953	0.19483
27954	0.19457
27955	0.19459
27956	0.19473
27957	0.19476
27958	0.19461
27959	0.1948
27960	0.19478
27961	0.19452
27962	0.19454
27963	0.19468
27964	0.19471
27965	0.19456
27966	0.19475
27967	0.19472
27968	0.19446
27969	0.19449
27970	0.19463
27971	0.19465
27972	0.19451
27973	0.1947
27974	0.19467
27975	0.19441
27976	0.19444
27977	0.19457
27978	0.1946
27979	0.19446
27980	0.19465
27981	0.19462
27982	0.19436
27983	0.19438
27984	0.19452
27985	0.19455
27986	0.19441
27987	0.19459
27988	0.19457
27989	0.19433
27990	0.19447
27991	0.1945
27992	0.20602
27993	0.20586
27994	0.20587
27995	0.20616
27996	0.20615
27997	0.20601
27998	0.206
27999	0.20624
28000	0.20611
28001	0.2061
28002	0.2064
28003	0.20638
28004	0.20624
28005	0.20622
28006	0.20661
28007	0.20644
28008	0.20646
28009	0.20672
28010	0.20671
28011	0.20657
28012	0.20649
28013	0.20647
28014	0.20675
28015	0.20674
28016	0.20659
28017	0.20658
28018	0.19405
28019	0.19419
28020	0.1942
28021	0.19394
28022	0.19395
28023	0.1941
28024	0.19411
28025	0.19436
28026	0.19454
28027	0.19452
28028	0.19428
28029	0.19431
28030	0.19442
28031	0.19445
28032	0.19491
28033	0.19508
28034	0.19506
28035	0.19481
28036	0.19483
28037	0.19495
28038	0.19497
28039	0.19502
28040	0.19504
28041	0.19479
28042	0.19476
28043	0.19493
28044	0.1949
28045	0.20614
28046	0.20611
28047	0.20597
28048	0.20598
28049	0.20627
28050	0.20625
28051	0.20611
28052	0.2061
28053	0.20617
28054	0.206
28055	0.20601
28056	0.2063
28057	0.20628
28058	0.20614
28059	0.20612
28060	0.2062
28061	0.20603
28062	0.20604
28063	0.20633
28064	0.20631
28065	0.20617
28066	0.20615
28067	0.20608
28068	0.20606
28069	0.20636
28070	0.20635
28071	0.2062
28072	0.20619
28073	0.19431
28074	0.1945
28075	0.19447
28076	0.19423
28077	0.19426
28078	0.19437
28079	0.1944
28080	0.19426
28081	0.19445
28082	0.19443
28083	0.19421
28084	0.19418
28085	0.19435
28086	0.19433
28087	0.19422
28088	0.1944
28089	0.19438
28090	0.19416
28091	0.19414
28092	0.1943
28093	0.19428
28094	0.19418
28095	0.19436
28096	0.19434
28097	0.1941
28098	0.19412
28099	0.19424
28100	0.19426
28101	0.20604
28102	0.20588
28103	0.20589
28104	0.20617
28105	0.20616
28106	0.20603
28107	0.20601
28108	0.20606
28109	0.2059
28110	0.20591
28111	0.20618
28112	0.20619
28113	0.20603
28114	0.20609
28115	0.20592
28116	0.20593
28117	0.2062
28118	0.20622
28119	0.20605
28120	0.20606
28121	0.20595
28122	0.20594
28123	0.20624
28124	0.20623
28125	0.20607
28126	0.20608
28127	0.20673
28128	0.20659
28129	0.20659
28130	0.20684
28131	0.20685
28132	0.20669
28133	0.2067
28134	0.20671
28135	0.20658
28136	0.20657
28137	0.20683
28138	0.20684
28139	0.20668
28140	0.20669
28141	0.20656
28142	0.20655
28143	0.20681
28144	0.20682
28145	0.20666
28146	0.20667
28147	0.20653
28148	0.20654
28149	0.20679
28150	0.2068
28151	0.20664
28152	0.20665
28153	0.19414
28154	0.19432
28155	0.1943
28156	0.19408
28157	0.19406
28158	0.1942
28159	0.19422
28160	0.19411
28161	0.19428
28162	0.19427
28163	0.19402
28164	0.19404
28165	0.19417
28166	0.19418
28167	0.19408
28168	0.19425
28169	0.19423
28170	0.19399
28171	0.194
28172	0.19415
28173	0.19421
28174	0.19422
28175	0.19396
28176	0.19397
28177	0.19412
28178	0.19414
28179	0.19502
28180	0.19514
28181	0.19515
28182	0.1949
28183	0.19488
28184	0.19505
28185	0.19504
28186	0.19505
28187	0.19517
28188	0.19519
28189	0.19491
28190	0.19493
28191	0.19507
28192	0.19508
28193	0.19507
28194	0.1952
28195	0.19521
28196	0.19495
28197	0.19494
28198	0.1951
28199	0.19523
28200	0.19522
28201	0.19497
28202	0.19498
28203	0.19512
28204	0.19511
28205	0.20608
28206	0.20595
28207	0.20594
28208	0.20622
28209	0.20624
28210	0.20608
28211	0.20609
28212	0.20606
28213	0.20593
28214	0.20592
28215	0.2062
28216	0.20621
28217	0.20605
28218	0.20606
28219	0.20604
28220	0.20591
28221	0.2059
28222	0.20618
28223	0.20619
28224	0.20603
28225	0.20604
28226	0.20588
28227	0.20589
28228	0.20616
28229	0.20617
28230	0.20601
28231	0.20602
28232	0.19408
28233	0.19421
28234	0.19422
28235	0.19397
28236	0.19396
28237	0.19413
28238	0.19412
28239	0.19411
28240	0.19424
28241	0.19425
28242	0.194
28243	0.19399
28244	0.19416
28245	0.19415
28246	0.19414
28247	0.19427
28248	0.19428
28249	0.19403
28250	0.19402
28251	0.19419
28252	0.19418
28253	0.19432
28254	0.1943
28255	0.19405
28256	0.19407
28257	0.19421
28258	0.19423
28259	0.20644
28260	0.20643
28261	0.20629
28262	0.20629
28263	0.20655
28264	0.20654
28265	0.2064
28266	0.20639
28267	0.20646
28268	0.2063
28269	0.20631
28270	0.20657
28271	0.20656
28272	0.20641
28273	0.20641
28274	0.20647
28275	0.20631
28276	0.20632
28277	0.20657
28278	0.20642
28279	0.20642
28280	0.20648
28281	0.20632
28282	0.20633
28283	0.20658
28284	0.20658
28285	0.20643
28286	0.20643
28287	0.20648
28288	0.20633
28289	0.20633
28290	0.20658
28291	0.20658
28292	0.20643
28293	0.20644
28294	0.20648
28295	0.20633
28296	0.20633
28297	0.20659
28298	0.20659
28299	0.20644
28300	0.20644
28301	0.20648
28302	0.20633
28303	0.20633
28304	0.20658
28305	0.20659
28306	0.20643
28307	0.20644
28308	0.20647
28309	0.20633
28310	0.20632
28311	0.20658
28312	0.20658
28313	0.20643
28314	0.20643
28315	0.20646
28316	0.20632
28317	0.20631
28318	0.20657
28319	0.20657
28320	0.20642
28321	0.20642
28322	0.20644
28323	0.20631
28324	0.2063
28325	0.20656
28326	0.20656
28327	0.20641
28328	0.2064
28329	0.19539
28330	0.19537
28331	0.19553
28332	0.19554
28333	0.19528
28334	0.19527
28335	0.19543
28336	0.19542
28337	0.19541
28338	0.19554
28339	0.19555
28340	0.1953
28341	0.19529
28342	0.19544
28343	0.19544
28344	0.19542
28345	0.19556
28346	0.19556
28347	0.19531
28348	0.1953
28349	0.19545
28350	0.19545
28351	0.19542
28352	0.19557
28353	0.19557
28354	0.19531
28355	0.19531
28356	0.19546
28357	0.19546
28358	0.19542
28359	0.19557
28360	0.19557
28361	0.19531
28362	0.19531
28363	0.19546
28364	0.19546
28365	0.19542
28366	0.19557
28367	0.19557
28368	0.19531
28369	0.19531
28370	0.19546
28371	0.19546
28372	0.19541
28373	0.19556
28374	0.19556
28375	0.1953
28376	0.19531
28377	0.19545
28378	0.19546
28379	0.1954
28380	0.19555
28381	0.19555
28382	0.19529
28383	0.19544
28384	0.19545
28385	0.19538
28386	0.19554
28387	0.19553
28388	0.19528
28389	0.19529
28390	0.19542
28391	0.19543
28392	0.19535
28393	0.19552
28394	0.19551
28395	0.19526
28396	0.19527
28397	0.1954
28398	0.19541
28399	0.20636
28400	0.20633
28401	0.2062
28402	0.20621
28403	0.20647
28404	0.20645
28405	0.20631
28406	0.2063
28407	0.20639
28408	0.20622
28409	0.20623
28410	0.20649
28411	0.20648
28412	0.20634
28413	0.20632
28414	0.20641
28415	0.20625
28416	0.20626
28417	0.20652
28418	0.2065
28419	0.20636
28420	0.20635
28421	0.20628
28422	0.20627
28423	0.20654
28424	0.20653
28425	0.20638
28426	0.20637
28427	0.19533
28428	0.19549
28429	0.19548
28430	0.19523
28431	0.19524
28432	0.19537
28433	0.19539
28434	0.1953
28435	0.19547
28436	0.19545
28437	0.1952
28438	0.19522
28439	0.19534
28440	0.19536
28441	0.19526
28442	0.19543
28443	0.19542
28444	0.19516
28445	0.19518
28446	0.19531
28447	0.19532
28448	0.19522
28449	0.1954
28450	0.19538
28451	0.19513
28452	0.19515
28453	0.19527
28454	0.19529
28455	0.20572
28456	0.20573
28457	0.20558
28458	0.20557
28459	0.20585
28460	0.20586
28461	0.2057
28462	0.20571
28463	0.2057
28464	0.20556
28465	0.20556
28466	0.20584
28467	0.20584
28468	0.20569
28469	0.20569
28470	0.20569
28471	0.20555
28472	0.20554
28473	0.20583
28474	0.20568
28475	0.20568
28476	0.20569
28477	0.20554
28478	0.20554
28479	0.20582
28480	0.20583
28481	0.20567
28482	0.20567
28483	0.20568
28484	0.20553
28485	0.20553
28486	0.20582
28487	0.20582
28488	0.20567
28489	0.20567
28490	0.20568
28491	0.20553
28492	0.20553
28493	0.20582
28494	0.20582
28495	0.20566
28496	0.20566
28497	0.20569
28498	0.20553
28499	0.20553
28500	0.20582
28501	0.20582
28502	0.20567
28503	0.20567
28504	0.20569
28505	0.20554
28506	0.20554
28507	0.20582
28508	0.20583
28509	0.20567
28510	0.20567
28511	0.2057
28512	0.20554
28513	0.20555
28514	0.20583
28515	0.20583
28516	0.20568
28517	0.20568
28518	0.20572
28519	0.20556
28520	0.20556
28521	0.20585
28522	0.20584
28523	0.2057
28524	0.20569
28525	0.19432
28526	0.19434
28527	0.19449
28528	0.19448
28529	0.19423
28530	0.19424
28531	0.19439
28532	0.1944
28533	0.19431
28534	0.19447
28535	0.19446
28536	0.19422
28537	0.19423
28538	0.19438
28539	0.19438
28540	0.1943
28541	0.19446
28542	0.19445
28543	0.19421
28544	0.19421
28545	0.19436
28546	0.19437
28547	0.19429
28548	0.19445
28549	0.19444
28550	0.1942
28551	0.19421
28552	0.19436
28553	0.19436
28554	0.19429
28555	0.19444
28556	0.19444
28557	0.1942
28558	0.1942
28559	0.19436
28560	0.19436
28561	0.1943
28562	0.19445
28563	0.19445
28564	0.19421
28565	0.1942
28566	0.19436
28567	0.19436
28568	0.19431
28569	0.19445
28570	0.19446
28571	0.19421
28572	0.19437
28573	0.19436
28574	0.19432
28575	0.19446
28576	0.19447
28577	0.19422
28578	0.19422
28579	0.19438
28580	0.19438
28581	0.19434
28582	0.19448
28583	0.19449
28584	0.19424
28585	0.19423
28586	0.1944
28587	0.19439
28588	0.19437
28589	0.1945
28590	0.19451
28591	0.19426
28592	0.19425
28593	0.19442
28594	0.19441
28595	0.20636
28596	0.20639
28597	0.20623
28598	0.20622
28599	0.20648
28600	0.20649
28601	0.20633
28602	0.20634
28603	0.20633
28604	0.20621
28605	0.20619
28606	0.20645
28607	0.20646
28608	0.20631
28609	0.20632
28610	0.2063
28611	0.20618
28612	0.20617
28613	0.20642
28614	0.20644
28615	0.20628
28616	0.20629
28617	0.20627
28618	0.20615
28619	0.20613
28620	0.20639
28621	0.20641
28622	0.20625
28623	0.20626
28624	0.20624
28625	0.20612
28626	0.2061
28627	0.20636
28628	0.20637
28629	0.20622
28630	0.20623
28631	0.20621
28632	0.20608
28633	0.20607
28634	0.20632
28635	0.20634
28636	0.20618
28637	0.2062
28638	0.20617
28639	0.20605
28640	0.20603
28641	0.20631
28642	0.20615
28643	0.20616
28644	0.20614
28645	0.20601
28646	0.206
28647	0.20627
28648	0.20629
28649	0.20611
28650	0.20613
28651	0.2061
28652	0.20598
28653	0.20596
28654	0.20624
28655	0.20625
28656	0.20607
28657	0.20609
28658	0.20606
28659	0.20594
28660	0.20592
28661	0.2062
28662	0.20622
28663	0.20604
28664	0.20606
28665	0.20603
28666	0.2059
28667	0.20589
28668	0.20616
28669	0.20618
28670	0.206
28671	0.20602
28672	0.20599
28673	0.20587
28674	0.20585
28675	0.20613
28676	0.20614
28677	0.20597
28678	0.20598
28679	0.20595
28680	0.20583
28681	0.20581
28682	0.20609
28683	0.20611
28684	0.20593
28685	0.20595
28686	0.20592
28687	0.2058
28688	0.20578
28689	0.20607
28690	0.20606
28691	0.20591
28692	0.2059
28693	0.20589
28694	0.20576
28695	0.20574
28696	0.20602
28697	0.20604
28698	0.20586
28699	0.20588
28700	0.20585
28701	0.20573
28702	0.20571
28703	0.20599
28704	0.20601
28705	0.20585
28706	0.20583
28707	0.2057
28708	0.20568
28709	0.20596
28710	0.20598
28711	0.20582
28712	0.20583
28713	0.2058
28714	0.20567
28715	0.20565
28716	0.20593
28717	0.20595
28718	0.20579
28719	0.2058
28720	0.19488
28721	0.19483
28722	0.19499
28723	0.19502
28724	0.19478
28725	0.19475
28726	0.19492
28727	0.19489
28728	0.19494
28729	0.19504
28730	0.19507
28731	0.19483
28732	0.19481
28733	0.19497
28734	0.19494
28735	0.19499
28736	0.1951
28737	0.19512
28738	0.19486
28739	0.19502
28740	0.195
28741	0.19504
28742	0.19515
28743	0.19517
28744	0.19491
28745	0.19488
28746	0.19507
28747	0.19505
28748	0.19509
28749	0.1952
28750	0.19522
28751	0.19496
28752	0.19494
28753	0.19512
28754	0.1951
28755	0.19513
28756	0.19525
28757	0.19527
28758	0.19501
28759	0.19499
28760	0.19517
28761	0.19515
28762	0.19518
28763	0.19529
28764	0.19531
28765	0.19503
28766	0.19506
28767	0.19519
28768	0.19522
28769	0.19522
28770	0.19534
28771	0.19536
28772	0.1951
28773	0.19508
28774	0.19526
28775	0.19524
28776	0.19526
28777	0.19538
28778	0.1954
28779	0.19512
28780	0.19514
28781	0.19528
28782	0.1953
28783	0.19529
28784	0.19541
28785	0.19543
28786	0.19518
28787	0.19516
28788	0.19533
28789	0.19532
28790	0.1945
28791	0.19446
28792	0.19462
28793	0.19464
28794	0.19437
28795	0.19439
28796	0.19453
28797	0.19455
28798	0.19454
28799	0.19466
28800	0.19468
28801	0.19443
28802	0.19441
28803	0.1946
28804	0.19457
28805	0.19458
28806	0.1947
28807	0.19472
28808	0.19445
28809	0.19447
28810	0.19462
28811	0.19463
28812	0.19474
28813	0.19476
28814	0.19452
28815	0.1945
28816	0.19464
28817	0.19466
28818	0.19468
28819	0.19479
28820	0.19481
28821	0.19457
28822	0.19454
28823	0.19471
28824	0.19469
28825	0.19473
28826	0.19484
28827	0.19486
28828	0.19462
28829	0.19459
28830	0.19476
28831	0.19474
28832	0.19478
28833	0.19489
28834	0.19491
28835	0.19467
28836	0.19465
28837	0.19481
28838	0.19479
28839	0.19497
28840	0.19494
28841	0.19473
28842	0.1947
28843	0.19486
28844	0.19484
28845	0.20599
28846	0.20596
28847	0.20582
28848	0.20583
28849	0.2061
28850	0.20595
28851	0.20594
28852	0.20603
28853	0.20585
28854	0.20587
28855	0.20613
28856	0.20612
28857	0.20599
28858	0.20597
28859	0.20606
28860	0.20589
28861	0.20591
28862	0.20617
28863	0.20615
28864	0.20603
28865	0.20601
28866	0.2061
28867	0.20592
28868	0.20594
28869	0.20621
