Node Number	Total Deformation (m)
8193	0.19773
8194	0.19776
8195	0.1978
8196	0.19782
8197	0.19784
8198	0.19786
8199	0.19788
8200	0.19788
8201	0.19789
8202	0.19789
8203	0.19788
8204	0.19787
8205	0.20349
8206	0.20352
8207	0.20399
8208	0.20399
8209	0.204
8210	0.204
8211	0.204
8212	0.20399
8213	0.20398
8214	0.20396
8215	0.20395
8216	0.20392
8217	0.2039
8218	0.20387
8219	0.20384
8220	0.20381
8221	0.20377
8222	0.20374
8223	0.2037
8224	0.20366
8225	0.19778
8226	0.19775
8227	0.19772
8228	0.19768
8229	0.19764
8230	0.19759
8231	0.19755
8232	0.1975
8233	0.19745
8234	0.1974
8235	0.19735
8236	0.20356
8237	0.2036
8238	0.20364
8239	0.20368
8240	0.20372
8241	0.20376
8242	0.2038
8243	0.20383
8244	0.20386
8245	0.20389
8246	0.20392
8247	0.19699
8248	0.19702
8249	0.19705
8250	0.19709
8251	0.19713
8252	0.19718
8253	0.19722
8254	0.19727
8255	0.19732
8256	0.19737
8257	0.19742
8258	0.19786
8259	0.19784
8260	0.19781
8261	0.20362
8262	0.20358
8263	0.20354
8264	0.2035
8265	0.20346
8266	0.20342
8267	0.20339
8268	0.20335
8269	0.20332
8270	0.20329
8271	0.20327
8272	0.20394
8273	0.20396
8274	0.20397
8275	0.19696
8276	0.20324
8277	0.19754
8278	0.19749
8279	0.19745
8280	0.1974
8281	0.19737
8282	0.19733
8283	0.1973
8284	0.19727
8285	0.19725
8286	0.19723
8287	0.19721
8288	0.1972
8289	0.19719
8290	0.19719
8291	0.19719
8292	0.1972
8293	0.19721
8294	0.19723
8295	0.19725
8296	0.20293
8297	0.20291
8298	0.20289
8299	0.20288
8300	0.20288
8301	0.20287
8302	0.20288
8303	0.20288
8304	0.20289
8305	0.2029
8306	0.20292
8307	0.20294
8308	0.20296
8309	0.20299
8310	0.20302
8311	0.20305
8312	0.20309
8313	0.20312
8314	0.20316
8315	0.19763
8316	0.19758
8317	0.19775
8318	0.19779
8319	0.19784
8320	0.19789
8321	0.19793
8322	0.19797
8323	0.19801
8324	0.19805
8325	0.19808
8326	0.19811
8327	0.19813
8328	0.19815
8329	0.19817
8330	0.19818
8331	0.19819
8332	0.19819
8333	0.19818
8334	0.19818
8335	0.19816
8336	0.2032
8337	0.20324
8338	0.20368
8339	0.20369
8340	0.2037
8341	0.2037
8342	0.2037
8343	0.20369
8344	0.20369
8345	0.20367
8346	0.20366
8347	0.20364
8348	0.20361
8349	0.20358
8350	0.20355
8351	0.20352
8352	0.20349
8353	0.20345
8354	0.20341
8355	0.20338
8356	0.20334
8357	0.1981
8358	0.19807
8359	0.19804
8360	0.198
8361	0.19796
8362	0.19792
8363	0.19787
8364	0.19783
8365	0.19778
8366	0.19773
8367	0.19768
8368	0.20328
8369	0.20332
8370	0.20336
8371	0.2034
8372	0.20344
8373	0.20348
8374	0.20351
8375	0.20354
8376	0.20358
8377	0.2036
8378	0.20363
8379	0.19728
8380	0.19731
8381	0.19734
8382	0.19738
8383	0.19742
8384	0.19746
8385	0.19751
8386	0.19755
8387	0.1976
8388	0.19765
8389	0.1977
8390	0.19815
8391	0.19812
8392	0.20329
8393	0.20325
8394	0.20321
8395	0.20317
8396	0.20314
8397	0.2031
8398	0.20306
8399	0.20303
8400	0.203
8401	0.20297
8402	0.20295
8403	0.20365
8404	0.20367
8405	0.19786
8406	0.19782
8407	0.19777
8408	0.19773
8409	0.19769
8410	0.19765
8411	0.19762
8412	0.19759
8413	0.19756
8414	0.19754
8415	0.19753
8416	0.19751
8417	0.1975
8418	0.1975
8419	0.1975
8420	0.1975
8421	0.19751
8422	0.19753
8423	0.19755
8424	0.19757
8425	0.20263
8426	0.20261
8427	0.20259
8428	0.20258
8429	0.20257
8430	0.20257
8431	0.20257
8432	0.20257
8433	0.20258
8434	0.20259
8435	0.2026
8436	0.20262
8437	0.20264
8438	0.20267
8439	0.2027
8440	0.20273
8441	0.20276
8442	0.2028
8443	0.20284
8444	0.20288
8445	0.19796
8446	0.19791
8447	0.19802
8448	0.19807
8449	0.19812
8450	0.19817
8451	0.19821
8452	0.19825
8453	0.19829
8454	0.19833
8455	0.19836
8456	0.19839
8457	0.19842
8458	0.19844
8459	0.19846
8460	0.19847
8461	0.19848
8462	0.19849
8463	0.19848
8464	0.19848
8465	0.19847
8466	0.19845
8467	0.20292
8468	0.20296
8469	0.20338
8470	0.20339
8471	0.2034
8472	0.2034
8473	0.2034
8474	0.2034
8475	0.20339
8476	0.20338
8477	0.20336
8478	0.20335
8479	0.20332
8480	0.2033
8481	0.20327
8482	0.20324
8483	0.2032
8484	0.20317
8485	0.20313
8486	0.20309
8487	0.20305
8488	0.20301
8489	0.19841
8490	0.19838
8491	0.19835
8492	0.19832
8493	0.19828
8494	0.19824
8495	0.1982
8496	0.19815
8497	0.1981
8498	0.19806
8499	0.19801
8500	0.203
8501	0.20304
8502	0.20308
8503	0.20312
8504	0.20316
8505	0.20319
8506	0.20323
8507	0.20326
8508	0.20329
8509	0.20332
8510	0.20334
8511	0.1976
8512	0.19763
8513	0.19767
8514	0.1977
8515	0.19775
8516	0.19779
8517	0.19783
8518	0.19788
8519	0.19793
8520	0.19798
8521	0.19843
8522	0.20297
8523	0.20293
8524	0.20289
8525	0.20285
8526	0.20281
8527	0.20278
8528	0.20274
8529	0.20271
8530	0.20268
8531	0.20265
8532	0.20336
8533	0.19819
8534	0.19814
8535	0.1981
8536	0.19806
8537	0.19802
8538	0.19798
8539	0.19794
8540	0.19791
8541	0.19788
8542	0.19786
8543	0.19784
8544	0.19783
8545	0.19781
8546	0.19781
8547	0.19781
8548	0.19781
8549	0.19782
8550	0.19783
8551	0.19785
8552	0.19787
8553	0.19789
8554	0.20233
8555	0.20231
8556	0.20229
8557	0.20228
8558	0.20227
8559	0.20226
8560	0.20226
8561	0.20226
8562	0.20226
8563	0.20227
8564	0.20229
8565	0.2023
8566	0.20233
8567	0.20235
8568	0.20238
8569	0.20241
8570	0.20244
8571	0.20248
8572	0.20251
8573	0.20255
8574	0.20259
8575	0.19829
8576	0.19824
8577	0.1983
8578	0.19835
8579	0.1984
8580	0.19844
8581	0.19849
8582	0.19853
8583	0.19857
8584	0.19861
8585	0.19865
8586	0.19868
8587	0.19871
8588	0.19873
8589	0.19875
8590	0.19877
8591	0.19878
8592	0.19878
8593	0.19878
8594	0.19878
8595	0.19877
8596	0.19876
8597	0.19874
8598	0.20263
8599	0.20267
8600	0.20307
8601	0.20308
8602	0.20309
8603	0.2031
8604	0.2031
8605	0.2031
8606	0.2031
8607	0.20309
8608	0.20307
8609	0.20306
8610	0.20304
8611	0.20301
8612	0.20298
8613	0.20295
8614	0.20292
8615	0.20289
8616	0.20285
8617	0.20281
8618	0.20277
8619	0.20273
8620	0.20269
8621	0.19872
8622	0.1987
8623	0.19867
8624	0.19864
8625	0.1986
8626	0.19856
8627	0.19852
8628	0.19848
8629	0.19843
8630	0.19838
8631	0.19833
8632	0.20272
8633	0.20276
8634	0.2028
8635	0.20284
8636	0.20287
8637	0.20291
8638	0.20294
8639	0.20297
8640	0.203
8641	0.20303
8642	0.20305
8643	0.19792
8644	0.19796
8645	0.19799
8646	0.19803
8647	0.19807
8648	0.19812
8649	0.19816
8650	0.19821
8651	0.19826
8652	0.20265
8653	0.20261
8654	0.20256
8655	0.20253
8656	0.20249
8657	0.20245
8658	0.20242
8659	0.20239
8660	0.20236
8661	0.19852
8662	0.19847
8663	0.19843
8664	0.19838
8665	0.19834
8666	0.1983
8667	0.19827
8668	0.19823
8669	0.19821
8670	0.19818
8671	0.19816
8672	0.19814
8673	0.19813
8674	0.19812
8675	0.19811
8676	0.19812
8677	0.19812
8678	0.19813
8679	0.19815
8680	0.19816
8681	0.19819
8682	0.19821
8683	0.20204
8684	0.20201
8685	0.20199
8686	0.20198
8687	0.20196
8688	0.20196
8689	0.20195
8690	0.20195
8691	0.20195
8692	0.20196
8693	0.20197
8694	0.20199
8695	0.20201
8696	0.20203
8697	0.20206
8698	0.20209
8699	0.20212
8700	0.20215
8701	0.20219
8702	0.20223
8703	0.20227
8704	0.20231
8705	0.19861
8706	0.19857
8707	0.19858
8708	0.19863
8709	0.19868
8710	0.19872
8711	0.19877
8712	0.19881
8713	0.19885
8714	0.19889
8715	0.19893
8716	0.19896
8717	0.19899
8718	0.19902
8719	0.19904
8720	0.19906
8721	0.19907
8722	0.19908
8723	0.19908
8724	0.19908
8725	0.19908
8726	0.19907
8727	0.19905
8728	0.19903
8729	0.20235
8730	0.20239
8731	0.20276
8732	0.20278
8733	0.20279
8734	0.2028
8735	0.2028
8736	0.2028
8737	0.2028
8738	0.20279
8739	0.20278
8740	0.20277
8741	0.20275
8742	0.20272
8743	0.2027
8744	0.20267
8745	0.20264
8746	0.2026
8747	0.20257
8748	0.20253
8749	0.20249
8750	0.20245
8751	0.20241
8752	0.20236
8753	0.19901
8754	0.19898
8755	0.19895
8756	0.19892
8757	0.19888
8758	0.19884
8759	0.1988
8760	0.19875
8761	0.19871
8762	0.19866
8763	0.20243
8764	0.20247
8765	0.20251
8766	0.20255
8767	0.20259
8768	0.20263
8769	0.20266
8770	0.20269
8771	0.20272
8772	0.20274
8773	0.19825
8774	0.19828
8775	0.19832
8776	0.19836
8777	0.1984
8778	0.19844
8779	0.19849
8780	0.19854
8781	0.20232
8782	0.20228
8783	0.20224
8784	0.2022
8785	0.20216
8786	0.20213
8787	0.2021
8788	0.20207
8789	0.19885
8790	0.1988
8791	0.19875
8792	0.19871
8793	0.19867
8794	0.19863
8795	0.19859
8796	0.19856
8797	0.19853
8798	0.1985
8799	0.19848
8800	0.19846
8801	0.19844
8802	0.19843
8803	0.19842
8804	0.19842
8805	0.19843
8806	0.19843
8807	0.19845
8808	0.19846
8809	0.19848
8810	0.19851
8811	0.19854
8812	0.20174
8813	0.20172
8814	0.2017
8815	0.20168
8816	0.20166
8817	0.20165
8818	0.20164
8819	0.20164
8820	0.20164
8821	0.20165
8822	0.20166
8823	0.20167
8824	0.20169
8825	0.20171
8826	0.20174
8827	0.20176
8828	0.20179
8829	0.20183
8830	0.20186
8831	0.2019
8832	0.20194
8833	0.20198
8834	0.20202
8835	0.19894
8836	0.19889
8837	0.19886
8838	0.19891
8839	0.19896
8840	0.199
8841	0.19905
8842	0.19909
8843	0.19913
8844	0.19917
8845	0.19921
8846	0.19925
8847	0.19928
8848	0.19931
8849	0.19933
8850	0.19935
8851	0.19936
8852	0.19937
8853	0.19938
8854	0.19938
8855	0.19938
8856	0.19937
8857	0.19936
8858	0.19934
8859	0.19932
8860	0.20207
8861	0.20211
8862	0.20245
8863	0.20247
8864	0.20248
8865	0.2025
8866	0.2025
8867	0.2025
8868	0.2025
8869	0.2025
8870	0.20249
8871	0.20247
8872	0.20246
8873	0.20244
8874	0.20241
8875	0.20238
8876	0.20235
8877	0.20232
8878	0.20228
8879	0.20224
8880	0.20221
8881	0.20216
8882	0.20212
8883	0.20208
8884	0.20204
8885	0.1993
8886	0.19927
8887	0.19924
8888	0.1992
8889	0.19916
8890	0.19912
8891	0.19908
8892	0.19903
8893	0.19899
8894	0.20215
8895	0.20219
8896	0.20223
8897	0.20227
8898	0.20231
8899	0.20234
8900	0.20237
8901	0.2024
8902	0.20243
8903	0.19857
8904	0.1986
8905	0.19864
8906	0.19868
8907	0.19873
8908	0.19877
8909	0.19882
8910	0.202
8911	0.20196
8912	0.20192
8913	0.20188
8914	0.20184
8915	0.20181
8916	0.20177
8917	0.19917
8918	0.19913
8919	0.19908
8920	0.19904
8921	0.19899
8922	0.19895
8923	0.19892
8924	0.19888
8925	0.19885
8926	0.19882
8927	0.19879
8928	0.19877
8929	0.19876
8930	0.19874
8931	0.19873
8932	0.19873
8933	0.19873
8934	0.19874
8935	0.19875
8936	0.19876
8937	0.19878
8938	0.1988
8939	0.19883
8940	0.19886
8941	0.20145
8942	0.20142
8943	0.2014
8944	0.20138
8945	0.20136
8946	0.20135
8947	0.20134
8948	0.20133
8949	0.20133
8950	0.20134
8951	0.20135
8952	0.20136
8953	0.20137
8954	0.20139
8955	0.20142
8956	0.20144
8957	0.20147
8958	0.2015
8959	0.20154
8960	0.20158
8961	0.20162
8962	0.20166
8963	0.2017
8964	0.20174
8965	0.19927
8966	0.19922
8967	0.19914
8968	0.19919
8969	0.19924
8970	0.19928
8971	0.19933
8972	0.19937
8973	0.19941
8974	0.19946
8975	0.19949
8976	0.19953
8977	0.19956
8978	0.19959
8979	0.19962
8980	0.19964
8981	0.19966
8982	0.19967
8983	0.19968
8984	0.19968
8985	0.19968
8986	0.19967
8987	0.19966
8988	0.19965
8989	0.19963
8990	0.19961
8991	0.20178
8992	0.20183
8993	0.20214
8994	0.20216
8995	0.20218
8996	0.20219
8997	0.2022
8998	0.2022
8999	0.20221
9000	0.2022
9001	0.20219
9002	0.20218
9003	0.20217
9004	0.20215
9005	0.20212
9006	0.2021
9007	0.20207
9008	0.20204
9009	0.202
9010	0.20196
9011	0.20192
9012	0.20188
9013	0.20184
9014	0.2018
9015	0.20176
9016	0.20171
9017	0.19958
9018	0.19955
9019	0.19952
9020	0.19948
9021	0.19944
9022	0.1994
9023	0.19936
9024	0.19931
9025	0.20187
9026	0.20191
9027	0.20195
9028	0.20198
9029	0.20202
9030	0.20205
9031	0.20209
9032	0.20212
9033	0.19889
9034	0.19893
9035	0.19897
9036	0.19901
9037	0.19905
9038	0.1991
9039	0.20167
9040	0.20163
9041	0.20159
9042	0.20155
9043	0.20152
9044	0.20148
9045	0.1995
9046	0.19945
9047	0.19941
9048	0.19936
9049	0.19932
9050	0.19928
9051	0.19924
9052	0.1992
9053	0.19917
9054	0.19914
9055	0.19911
9056	0.19909
9057	0.19907
9058	0.19906
9059	0.19905
9060	0.19904
9061	0.19904
9062	0.19904
9063	0.19905
9064	0.19906
9065	0.19908
9066	0.1991
9067	0.19912
9068	0.19915
9069	0.19918
9070	0.20116
9071	0.20113
9072	0.2011
9073	0.20108
9074	0.20106
9075	0.20105
9076	0.20104
9077	0.20103
9078	0.20103
9079	0.20103
9080	0.20103
9081	0.20104
9082	0.20106
9083	0.20107
9084	0.2011
9085	0.20112
9086	0.20115
9087	0.20118
9088	0.20122
9089	0.20125
9090	0.20129
9091	0.20133
9092	0.20137
9093	0.2014
9094	0.20144
9095	0.19959
9096	0.19955
9097	0.19942
9098	0.19947
9099	0.19952
9100	0.19956
9101	0.19961
9102	0.19965
9103	0.1997
9104	0.19974
9105	0.19978
9106	0.19981
9107	0.19985
9108	0.19988
9109	0.1999
9110	0.19993
9111	0.19995
9112	0.19996
9113	0.19997
9114	0.19998
9115	0.19998
9116	0.19998
9117	0.19997
9118	0.19996
9119	0.19994
9120	0.19992
9121	0.19989
9122	0.20148
9123	0.20153
9124	0.20182
9125	0.20184
9126	0.20186
9127	0.20187
9128	0.20188
9129	0.20189
9130	0.20189
9131	0.20189
9132	0.20189
9133	0.20188
9134	0.20186
9135	0.20185
9136	0.20183
9137	0.2018
9138	0.20177
9139	0.20174
9140	0.20171
9141	0.20167
9142	0.20163
9143	0.20159
9144	0.20155
9145	0.20151
9146	0.20146
9147	0.20142
9148	0.20137
9149	0.19987
9150	0.19984
9151	0.19981
9152	0.19977
9153	0.19973
9154	0.19969
9155	0.19964
9156	0.20158
9157	0.20161
9158	0.20165
9159	0.20168
9160	0.20172
9161	0.20176
9162	0.20179
9163	0.19922
9164	0.19926
9165	0.1993
9166	0.19934
9167	0.19938
9168	0.20133
9169	0.20129
9170	0.20125
9171	0.20122
9172	0.20118
9173	0.19983
9174	0.19978
9175	0.19974
9176	0.19969
9177	0.19965
9178	0.19961
9179	0.19957
9180	0.19953
9181	0.19949
9182	0.19946
9183	0.19943
9184	0.19941
9185	0.19939
9186	0.19937
9187	0.19936
9188	0.19935
9189	0.19935
9190	0.19935
9191	0.19935
9192	0.19936
9193	0.19938
9194	0.19939
9195	0.19942
9196	0.19944
9197	0.19947
9198	0.19951
9199	0.20084
9200	0.20081
9201	0.20078
9202	0.20075
9203	0.20073
9204	0.20071
9205	0.2007
9206	0.20069
9207	0.20068
9208	0.20068
9209	0.20069
9210	0.20069
9211	0.2007
9212	0.20072
9213	0.20074
9214	0.20076
9215	0.20079
9216	0.20082
9217	0.20085
9218	0.20089
9219	0.20092
9220	0.20096
9221	0.20101
9222	0.20104
9223	0.20108
9224	0.20112
9225	0.19987
9226	0.19989
9227	0.19971
9228	0.19975
9229	0.1998
9230	0.19984
9231	0.19989
9232	0.19993
9233	0.19998
9234	0.20002
9235	0.20006
9236	0.20009
9237	0.20013
9238	0.20016
9239	0.20019
9240	0.20022
9241	0.20024
9242	0.20025
9243	0.20027
9244	0.20027
9245	0.20028
9246	0.20028
9247	0.20027
9248	0.20026
9249	0.20025
9250	0.20023
9251	0.20021
9252	0.20019
9253	0.20118
9254	0.20124
9255	0.20149
9256	0.2015
9257	0.20152
9258	0.20154
9259	0.20155
9260	0.20156
9261	0.20157
9262	0.20157
9263	0.20156
9264	0.20156
9265	0.20155
9266	0.20153
9267	0.20151
9268	0.20149
9269	0.20146
9270	0.20143
9271	0.2014
9272	0.20136
9273	0.20132
9274	0.20128
9275	0.20124
9276	0.2012
9277	0.20116
9278	0.20111
9279	0.20107
9280	0.20101
9281	0.20016
9282	0.20014
9283	0.2001
9284	0.20006
9285	0.20003
9286	0.19998
9287	0.20128
9288	0.20131
9289	0.20134
9290	0.20137
9291	0.20143
9292	0.20147
9293	0.19955
9294	0.1996
9295	0.19965
9296	0.19968
9297	0.20097
9298	0.20096
9299	0.20092
9300	0.20087
9301	0.20017
9302	0.20013
9303	0.20008
9304	0.20003
9305	0.19999
9306	0.19995
9307	0.19991
9308	0.19987
9309	0.19983
9310	0.1998
9311	0.19977
9312	0.19974
9313	0.19972
9314	0.1997
9315	0.19968
9316	0.19967
9317	0.19967
9318	0.19967
9319	0.19967
9320	0.19967
9321	0.19969
9322	0.1997
9323	0.19972
9324	0.19974
9325	0.19977
9326	0.1998
9327	0.19982
9328	0.20051
9329	0.20047
9330	0.20046
9331	0.20043
9332	0.2004
9333	0.20038
9334	0.20036
9335	0.20035
9336	0.20034
9337	0.20034
9338	0.20034
9339	0.20034
9340	0.20035
9341	0.20036
9342	0.20038
9343	0.2004
9344	0.20042
9345	0.20045
9346	0.20048
9347	0.20051
9348	0.20055
9349	0.20059
9350	0.20063
9351	0.20067
9352	0.20071
9353	0.20075
9354	0.20076
9355	0.20021
9356	0.20001
9357	0.20003
9358	0.20008
9359	0.20013
9360	0.20017
9361	0.20022
9362	0.20026
9363	0.2003
9364	0.20034
9365	0.20038
9366	0.20042
9367	0.20045
9368	0.20048
9369	0.20051
9370	0.20053
9371	0.20055
9372	0.20057
9373	0.20058
9374	0.20058
9375	0.20059
9376	0.20058
9377	0.20058
9378	0.20057
9379	0.20055
9380	0.20053
9381	0.20051
9382	0.20048
9383	0.20088
9384	0.20099
9385	0.20114
9386	0.20114
9387	0.20117
9388	0.20119
9389	0.20121
9390	0.20122
9391	0.20123
9392	0.20123
9393	0.20123
9394	0.20123
9395	0.20122
9396	0.20121
9397	0.20119
9398	0.20117
9399	0.20115
9400	0.20112
9401	0.20109
9402	0.20105
9403	0.20102
9404	0.20098
9405	0.20094
9406	0.2009
9407	0.20085
9408	0.20081
9409	0.20076
9410	0.20071
9411	0.20061
9412	0.20046
9413	0.20045
9414	0.20039
9415	0.20035
9416	0.20035
9417	0.20094
9418	0.20101
9419	0.20099
9420	0.20108
9421	0.20119
9422	0.19988
9423	0.19995
9424	0.19999
9425	0.20064
9426	0.20067
9427	0.20055
9428	0.20051
9429	0.2004
9430	0.20043
9431	0.20038
9432	0.20035
9433	0.20031
9434	0.20026
9435	0.20023
9436	0.20019
9437	0.20015
9438	0.20012
9439	0.20009
9440	0.20007
9441	0.20005
9442	0.20003
9443	0.20001
9444	0.2
9445	0.2
9446	0.2
9447	0.2
9448	0.20001
9449	0.20002
9450	0.20004
9451	0.20006
9452	0.20009
9453	0.20011
9454	0.20012
9455	0.20012
9456	0.20022
9457	0.20031
9458	0.20027
9459	0.20037
9460	0.20042
9461	0.20046
9462	0.20051
9463	0.20055
9464	0.20059
9465	0.20064
9466	0.20068
9467	0.20071
9468	0.20075
9469	0.20078
9470	0.20081
9471	0.20083
9472	0.20086
9473	0.20087
9474	0.20089
9475	0.2009
9476	0.2009
9477	0.2009
9478	0.2009
9479	0.20089
9480	0.20088
9481	0.20086
9482	0.20084
9483	0.20081
9484	0.20075
9485	0.20066
9486	0.20084
9487	0.20074
9488	0.20065
9489	0.20057
9490	0.2007
9491	0.20079
9492	0.20033
9493	3.42E-02
9494	3.40E-02
9495	3.40E-02
9496	3.41E-02
9497	3.39E-02
9498	3.40E-02
9499	3.40E-02
9500	3.38E-02
9501	3.60E-02
9502	3.64E-02
9503	3.60E-02
9504	3.62E-02
9505	3.61E-02
9506	3.62E-02
9507	3.62E-02
9508	3.62E-02
9509	3.65E-02
9510	3.63E-02
9511	3.62E-02
9512	3.62E-02
9513	3.12E-02
9514	2.87E-02
9515	3.10E-02
9516	2.87E-02
9517	2.84E-02
9518	2.84E-02
9519	2.86E-02
9520	2.27E-02
9521	2.28E-02
9522	2.29E-02
9523	2.26E-02
9524	2.84E-02
9525	2.84E-02
9526	3.03E-02
9527	3.06E-02
9528	3.06E-02
9529	1.99E-02
9530	2.00E-02
9531	4.31E-03
9532	4.42E-03
9533	4.39E-03
9534	4.33E-03
9535	4.44E-03
9536	4.46E-03
9537	4.47E-03
9538	4.40E-03
9539	4.46E-03
9540	4.36E-03
9541	4.77E-03
9542	4.70E-03
9543	4.66E-03
9544	4.74E-03
9545	3.03E-02
9546	3.01E-02
9547	2.54E-02
9548	3.17E-02
9549	3.13E-02
9550	2.54E-02
9551	3.03E-02
9552	2.55E-02
9553	2.57E-02
9554	3.18E-02
9555	4.58E-03
9556	4.67E-03
9557	3.46E-03
9558	4.67E-03
9559	4.70E-03
9560	4.72E-03
9561	4.71E-03
9562	4.77E-03
9563	4.75E-03
9564	4.68E-03
9565	4.80E-03
9566	4.10E-03
9567	4.05E-03
9568	3.67E-03
9569	3.97E-03
9570	4.97E-02
9571	5.03E-02
9572	4.91E-02
9573	4.63E-02
9574	3.48E-03
9575	3.48E-03
9576	3.54E-03
9577	0.65203
9578	0.53509
9579	0.55548
9580	0.54967
9581	0.55808
9582	0.50616
9583	0.43277
9584	0.4322
9585	0.51134
9586	0.59602
9587	0.58987
9588	0.45172
9589	0.44205
9590	0.49872
9591	0.5679
9592	0.56811
9593	0.44941
9594	0.44983
9595	0.61673
9596	0.54485
9597	0.46527
9598	0.45376
9599	0.44505
9600	0.43752
9601	0.62476
9602	0.62428
9603	0.45184
9604	0.52818
9605	0.63267
9606	0.51211
9607	0.5948
9608	0.41837
9609	0.40729
9610	0.42417
9611	0.40839
9612	0.59409
9613	0.57603
9614	0.42837
9615	0.42438
9616	0.64404
9617	0.64211
9618	0.40283
9619	0.51008
9620	0.50796
9621	0.62481
9622	0.43573
9623	0.41256
9624	0.51
9625	0.61198
9626	0.40965
9627	0.41895
9628	0.65446
9629	0.54732
9630	0.54516
9631	0.55141
9632	0.54158
9633	0.51423
9634	0.51102
9635	0.42648
9636	0.51457
9637	0.54881
9638	0.45063
9639	0.44648
9640	0.54979
9641	0.43945
9642	0.43599
9643	0.43833
9644	0.57034
9645	0.57043
9646	0.44566
9647	0.45303
9648	0.44026
9649	0.43934
9650	0.6269
9651	0.62604
9652	0.62853
9653	0.62963
9654	0.4424
9655	0.43172
9656	0.50619
9657	0.62814
9658	0.62932
9659	0.5009
9660	0.432
9661	0.41099
9662	0.40984
9663	0.59147
9664	0.44022
9665	0.59361
9666	0.5889
9667	0.42453
9668	0.40612
9669	0.40783
9670	0.42959
9671	0.4387
9672	0.49479
9673	0.49674
9674	0.40726
9675	0.41303
9676	0.58521
9677	0.36484
9678	5.00E-02
9679	0.20018
9680	5.05E-03
9681	4.94E-03
9682	6.37E-03
9683	7.45E-03
9684	7.48E-03
9685	3.82E-03
9686	3.96E-03
9687	4.93E-03
9688	4.93E-03
9689	6.33E-03
9690	7.36E-03
9691	7.36E-03
9692	3.83E-03
9693	3.80E-03
9694	5.08E-03
9695	4.93E-03
9696	6.38E-03
9697	7.42E-03
9698	7.42E-03
9699	3.83E-03
9700	3.98E-03
9701	4.92E-03
9702	4.92E-03
9703	6.32E-03
9704	7.32E-03
9705	7.37E-03
9706	3.78E-03
9707	3.87E-03
9708	4.98E-03
9709	4.97E-03
9710	6.30E-03
9711	6.33E-03
9712	7.45E-03
9713	7.37E-03
9714	4.19E-03
9715	3.83E-03
9716	4.98E-03
9717	4.93E-03
9718	6.32E-03
9719	6.32E-03
9720	7.44E-03
9721	7.37E-03
9722	3.86E-03
9723	3.80E-03
9724	6.32E-03
9725	6.32E-03
9726	7.42E-03
9727	7.38E-03
9728	3.73E-03
9729	3.83E-03
9730	6.32E-03
9731	7.38E-03
9732	7.35E-03
9733	4.00E-03
9734	3.91E-03
9735	4.92E-03
9736	4.97E-03
9737	6.35E-03
9738	6.35E-03
9739	7.45E-03
9740	7.42E-03
9741	3.80E-03
9742	3.64E-03
9743	6.35E-03
9744	7.40E-03
9745	7.38E-03
9746	3.78E-03
9747	4.18E-03
9748	6.33E-03
9749	7.43E-03
9750	7.48E-03
9751	3.81E-03
9752	3.89E-03
9753	5.01E-03
9754	4.97E-03
9755	6.36E-03
9756	6.38E-03
9757	7.46E-03
9758	7.52E-03
9759	3.68E-03
9760	4.15E-03
9761	4.99E-03
9762	4.94E-03
9763	6.37E-03
9764	6.37E-03
9765	7.49E-03
9766	7.41E-03
9767	3.65E-03
9768	3.81E-03
9769	6.33E-03
9770	7.43E-03
9771	7.39E-03
9772	3.82E-03
9773	3.90E-03
9774	6.38E-03
9775	7.44E-03
9776	7.46E-03
9777	3.79E-03
9778	4.15E-03
9779	4.94E-03
9780	4.98E-03
9781	6.34E-03
9782	6.36E-03
9783	7.46E-03
9784	7.38E-03
9785	3.86E-03
9786	3.70E-03
9787	6.36E-03
9788	7.42E-03
9789	7.45E-03
9790	3.89E-03
9791	3.80E-03
9792	6.32E-03
9793	6.34E-03
9794	7.38E-03
9795	7.41E-03
9796	3.88E-03
9797	3.63E-03
9798	4.97E-03
9799	4.95E-03
9800	6.33E-03
9801	6.35E-03
9802	7.34E-03
9803	7.42E-03
9804	3.66E-03
9805	3.80E-03
9806	4.98E-03
9807	4.92E-03
9808	6.34E-03
9809	6.35E-03
9810	7.45E-03
9811	7.38E-03
9812	3.82E-03
9813	3.63E-03
9814	6.31E-03
9815	6.34E-03
9816	7.32E-03
9817	7.45E-03
9818	3.85E-03
9819	3.61E-03
9820	6.33E-03
9821	7.39E-03
9822	7.37E-03
9823	3.85E-03
9824	3.75E-03
9825	4.94E-03
9826	5.00E-03
9827	6.36E-03
9828	6.34E-03
9829	7.37E-03
9830	7.42E-03
9831	3.70E-03
9832	3.89E-03
9833	6.38E-03
9834	7.39E-03
9835	7.36E-03
9836	3.85E-03
9837	3.80E-03
9838	6.33E-03
9839	6.38E-03
9840	7.40E-03
9841	7.46E-03
9842	3.88E-03
9843	3.67E-03
9844	4.97E-03
9845	4.95E-03
9846	6.33E-03
9847	6.35E-03
9848	7.42E-03
9849	7.50E-03
9850	3.67E-03
9851	3.81E-03
9852	5.02E-03
9853	4.95E-03
9854	6.37E-03
9855	6.36E-03
9856	7.42E-03
9857	7.47E-03
9858	3.72E-03
9859	3.92E-03
9860	6.34E-03
9861	6.40E-03
9862	7.50E-03
9863	7.45E-03
9864	3.89E-03
9865	3.70E-03
9866	6.35E-03
9867	7.43E-03
9868	7.43E-03
9869	3.85E-03
9870	3.80E-03
9871	4.93E-03
9872	4.98E-03
